source_file,group_number,lng,line_and_statement
raw_statements/email_statements_bn.csv,1,bn,"{1084: 'অধুয়ে হাত দিয়ে আপনার চোখ, নাক এবং মুখ স্পর্শ করা এড়িয়ে চলুন।', 3835: 'অধুয়ে হাত দিয়ে আপনার চোখ, নাক এবং মুখ স্পর্শ করা এড়িয়ে চলুন।'}"
raw_statements/email_statements_bn.csv,2,bn,"{854: 'অনুদান বিভিন্ন পরিমাণে দেওয়া যেতে পারে।', 1820: 'অনুদান বিভিন্ন পরিমাণে দেওয়া যেতে পারে।'}"
raw_statements/email_statements_bn.csv,3,bn,"{1011: 'অপরিবেশিত জনসংখ্যার জন্য স্বাস্থ্যসেবা অ্যাক্সেস গুরুত্বপূর্ণ।', 1038: 'অপরিবেশিত জনসংখ্যার জন্য স্বাস্থ্যসেবা অ্যাক্সেস গুরুত্বপূর্ণ।'}"
raw_statements/email_statements_bn.csv,4,bn,"{3634: 'অসুস্থ ব্যক্তির সাথে ঘনিষ্ঠ যোগাযোগ এড়িয়ে চলুন।', 3836: 'অসুস্থ ব্যক্তির সাথে ঘনিষ্ঠ যোগাযোগ এড়িয়ে চলুন।'}"
raw_statements/email_statements_bn.csv,5,bn,"{101: 'একটি সৎ দিনের কাজ টেবিলে খাবার রাখতে, আপনার মাথার উপরে একটি ছাদ রাখতে এবং প্রয়োজনীয় ওষুধের খরচ কভার করার জন্য যথেষ্ট হওয়া উচিত।', 3582: 'একটি সৎ দিনের কাজ টেবিলে খাবার রাখতে, আপনার মাথার উপরে একটি ছাদ রাখতে এবং প্রয়োজনীয় ওষুধের খরচ কভার করার জন্য যথেষ্ট হওয়া উচিত।'}"
raw_statements/email_statements_bn.csv,6,bn,"{201: 'কংগ্রেসের সদস্যরা জলবায়ু পরিবর্তন, অবকাঠামো, গৃহহীনতা এবং সামাজিক নিরাপত্তা এবং মেডিকেয়ার সুরক্ষার মতো', 448: 'কংগ্রেসের সদস্যরা জলবায়ু পরিবর্তন, অবকাঠামো, গৃহহীনতা এবং সামাজিক নিরাপত্তা এবং মেডিকেয়ার সুরক্ষার মতো'}"
raw_statements/email_statements_bn.csv,7,bn,"{458: 'কংগ্রেসের সদস্যরা জলবায়ু পরিবর্তন, অবকাঠামো, গৃহহীনতা এবং সামাজিক সুরক্ষা এবং মেডিকেয়ার রক্ষা করার মতো বিষয়ে কাজ', 557: 'কংগ্রেসের সদস্যরা জলবায়ু পরিবর্তন, অবকাঠামো, গৃহহীনতা এবং সামাজিক সুরক্ষা এবং মেডিকেয়ার রক্ষা করার মতো বিষয়ে কাজ'}"
raw_statements/email_statements_bn.csv,8,bn,"{2951: 'কংগ্রেসের সদস্যরা জলবায়ু পরিবর্তন, অবকাঠামো, গৃহহীনতা এবং সামাজিক সুরক্ষা এবং মেডিকেয়ার রক্ষা করার মতো বিষয়ে কাজ করতে পারেন', 3390: 'কংগ্রেসের সদস্যরা জলবায়ু পরিবর্তন, অবকাঠামো, গৃহহীনতা এবং সামাজিক সুরক্ষা এবং মেডিকেয়ার রক্ষা করার মতো বিষয়ে কাজ করতে পারেন'}"
raw_statements/email_statements_bn.csv,9,bn,"{272: 'কংগ্রেসের সদস্যরা জলবায়ু পরিবর্তন, অবকাঠামো, গৃহহীনতা এবং সামাজিক সুরক্ষা এবং মেডিকেয়ার সুরক্ষার মতো', 3242: 'কংগ্রেসের সদস্যরা জলবায়ু পরিবর্তন, অবকাঠামো, গৃহহীনতা এবং সামাজিক সুরক্ষা এবং মেডিকেয়ার সুরক্ষার মতো', 3386: 'কংগ্রেসের সদস্যরা জলবায়ু পরিবর্তন, অবকাঠামো, গৃহহীনতা এবং সামাজিক সুরক্ষা এবং মেডিকেয়ার সুরক্ষার মতো'}"
raw_statements/email_statements_bn.csv,10,bn,"{628: 'কংগ্রেসের সদস্যরা জলবায়ু পরিবর্তন, অবকাঠামো, গৃহহীনতা এবং সামাজিক সুরক্ষা এবং মেডিকেয়ার সুরক্ষার মতো বিষয়গুলি সমাধানের জন্য নির্বাচিত', 686: 'কংগ্রেসের সদস্যরা জলবায়ু পরিবর্তন, অবকাঠামো, গৃহহীনতা এবং সামাজিক সুরক্ষা এবং মেডিকেয়ার সুরক্ষার মতো বিষয়গুলি সমাধানের জন্য নির্বাচিত'}"
raw_statements/email_statements_bn.csv,11,bn,"{313: 'কংগ্রেসের সদস্যরা জলবায়ু পরিবর্তন, অবকাঠামো, গৃহহীনতা এবং সামাজিক সুরক্ষা এবং মেডিকেয়ারের সুরক্ষার মতো বিষয়গুলি', 3376: 'কংগ্রেসের সদস্যরা জলবায়ু পরিবর্তন, অবকাঠামো, গৃহহীনতা এবং সামাজিক সুরক্ষা এবং মেডিকেয়ারের সুরক্ষার মতো বিষয়গুলি'}"
raw_statements/email_statements_bn.csv,12,bn,"{2057: 'কর্পোরেট পিএসি অর্থ প্রত্যাখ্যান করা গণতন্ত্রের প্রতি সমর্থন দেখানোর জন্য কিছু রাজনৈতিক', 2578: 'কর্পোরেট পিএসি অর্থ প্রত্যাখ্যান করা গণতন্ত্রের প্রতি সমর্থন দেখানোর জন্য কিছু রাজনৈতিক'}"
raw_statements/email_statements_bn.csv,13,bn,"{1990: 'কর্মরত পরিবারগুলোর সমর্থন', 2044: 'কর্মরত পরিবারগুলোর সমর্থন'}"
raw_statements/email_statements_bn.csv,14,bn,"{2095: 'কিছু রাজনৈতিক প্রচারের জন্য তৃণমূল সমর্থন গুরুত্বপূর্ণ।', 2713: 'কিছু রাজনৈতিক প্রচারের জন্য তৃণমূল সমর্থন গুরুত্বপূর্ণ।'}"
raw_statements/email_statements_bn.csv,15,bn,"{1160: 'ক্ষুদ্র ব্যবসা স্থানীয় অর্থনীতির জন্য অপরিহার্য।', 1177: 'ক্ষুদ্র ব্যবসা স্থানীয় অর্থনীতির জন্য অপরিহার্য।'}"
raw_statements/email_statements_bn.csv,16,bn,"{3066: 'গৃহহীনতা একটি সামাজিক সমস্যা যা নীতির মাধ্যমে মুখোমুখি হতে পারে।', 3177: 'গৃহহীনতা একটি সামাজিক সমস্যা যা নীতির মাধ্যমে মুখোমুখি হতে পারে।'}"
