source_file,group_number,lng,line_and_statement
raw_statements/observable_gpt4o_ru.csv,1,ru,"{125: 'Великие события отбрасывают перед ними свои тени, указывая на признаки грядущих значительных перемен.', 126: 'Великие события отбрасывают перед ними свои тени, указывая на признаки грядущих значительных перемен.'}"
raw_statements/observable_gpt4o_ru.csv,2,ru,"{129: 'Здоровые привычки способствуют здоровому образу жизни, подчеркивая важность распорядка дня.', 130: 'Здоровые привычки способствуют здоровому образу жизни, подчеркивая важность распорядка дня.'}"
raw_statements/observable_gpt4o_ru.csv,3,ru,"{49: 'Искусство – это душа нашей культуры, отражающая ее глубочайшие ценности и убеждения.', 261: 'Искусство – это душа нашей культуры, отражающая ее глубочайшие ценности и убеждения.'}"
raw_statements/observable_gpt4o_ru.csv,4,ru,"{64: 'Лучше перестраховаться, чем потом сожалеть, призывая к осторожности, чтобы предотвратить сожаления в будущем.', 65: 'Лучше перестраховаться, чем потом сожалеть, призывая к осторожности, чтобы предотвратить сожаления в будущем.'}"
raw_statements/observable_gpt4o_ru.csv,5,ru,"{90: 'На Востоке или на Западе, лучше всего дом, подчеркивающий комфорт собственного дома.', 91: 'На Востоке или на Западе, лучше всего дом, подчеркивающий комфорт собственного дома.'}"
raw_statements/observable_gpt4o_ru.csv,6,ru,"{169: 'Пусть ваша совесть будет вашим проводником, подчеркивая роль внутреннего морального компаса в принятии решений.', 170: 'Пусть ваша совесть будет вашим проводником, подчеркивая роль внутреннего морального компаса в принятии решений.'}"
raw_statements/observable_gpt4o_ru.csv,7,ru,"{378: 'С большой силой приходит большая ответственность, подчеркивающая этические соображения в технологическом прогрессе.', 379: 'С большой силой приходит большая ответственность, подчеркивающая этические соображения в технологическом прогрессе.'}"
raw_statements/observable_gpt4o_ru.csv,8,ru,"{363: 'То, что вас не убивает, делает вас сильнее, подчеркивая стойкость в невзгодах.', 364: 'То, что вас не убивает, делает вас сильнее, подчеркивая стойкость в невзгодах.'}"
raw_statements/observable_gpt4o_ru.csv,9,ru,"{317: 'Целое больше, чем сумма его частей, что иллюстрирует синергию в теории систем.', 318: 'Целое больше, чем сумма его частей, что иллюстрирует синергию в теории систем.'}"
raw_statements/observable_gpt4o_ru.csv,10,ru,"{279: 'Чем усерднее вы работаете, тем удачливее вы становитесь, подчеркивая связь между усилиями и успехом.', 280: 'Чем усерднее вы работаете, тем удачливее вы становитесь, подчеркивая связь между усилиями и успехом.'}"
raw_statements/observable_gpt4o_ru.csv,11,ru,"{365: 'Что происходит, то и происходит, указывая на то, что действия в истории часто имеют долгосрочные последствия.', 366: 'Что происходит, то и происходит, указывая на то, что действия в истории часто имеют долгосрочные последствия.'}"
