source_file,group_number,lng,line_and_statement
raw_statements/email_statements_ru.csv,1,ru,"{1881: 'ActBlue Express позволяет немедленно обрабатывать пожертвования.', 2460: 'ActBlue Express позволяет немедленно обрабатывать пожертвования.'}"
raw_statements/email_statements_ru.csv,2,ru,"{210: 'Social Security и Medicare — это программы, направленные на защиту благополучия людей.', 321: 'Social Security и Medicare — это программы, направленные на защиту благополучия людей.'}"
raw_statements/email_statements_ru.csv,3,ru,"{190: 'Social Security и Medicare — это программы, предназначенные для защиты людей.', 599: 'Social Security и Medicare — это программы, предназначенные для защиты людей.'}"
raw_statements/email_statements_ru.csv,4,ru,"{397: 'Social Security и Medicare — это программы, предназначенные для поддержки людей, как правило, выходящих на пенсию или имеющих особые потребности.', 761: 'Social Security и Medicare — это программы, предназначенные для поддержки людей, как правило, выходящих на пенсию или имеющих особые потребности.'}"
raw_statements/email_statements_ru.csv,5,ru,"{198: 'Social Security и Medicare — это программы, предназначенные для поддержки людей.', 359: 'Social Security и Medicare — это программы, предназначенные для поддержки людей.'}"
raw_statements/email_statements_ru.csv,6,ru,"{997: 'Бедность может повлиять на состояние здоровья.', 1016: 'Бедность может повлиять на состояние здоровья.'}"
raw_statements/email_statements_ru.csv,7,ru,"{189: 'Бездомность — это проблема, с которой необходимо бороться.', 936: 'Бездомность — это проблема, с которой необходимо бороться.'}"
raw_statements/email_statements_ru.csv,8,ru,"{638: 'Бездомность — это проблема, с которой общество должно бороться.', 825: 'Бездомность — это проблема, с которой общество должно бороться.'}"
raw_statements/email_statements_ru.csv,9,ru,"{598: 'Бездомность — это проблема, с которой сталкиваются общества.', 760: 'Бездомность — это проблема, с которой сталкиваются общества.', 3212: 'Бездомность — это проблема, с которой сталкиваются общества.'}"
raw_statements/email_statements_ru.csv,10,ru,"{3114: 'Бездомность — это социальная проблема, с которой сталкиваются общины.', 3409: 'Бездомность — это социальная проблема, с которой сталкиваются общины.'}"
raw_statements/email_statements_ru.csv,11,ru,"{581: 'Бездомность — это социальная проблема, требующая внимания.', 613: 'Бездомность — это социальная проблема, требующая внимания.'}"
raw_statements/email_statements_ru.csv,12,ru,"{736: 'Борьба с бездомностью — это проблема, которую необходимо решить.', 2818: 'Борьба с бездомностью — это проблема, которую необходимо решить.'}"
raw_statements/email_statements_ru.csv,13,ru,"{486: 'Во время избирательных кампаний связываются с избирателями, чтобы поделиться посланиями и заручиться поддержкой.', 3128: 'Во время избирательных кампаний связываются с избирателями, чтобы поделиться посланиями и заручиться поддержкой.'}"
raw_statements/email_statements_ru.csv,14,ru,"{2091: 'Выборы дают возможность сменить политических представителей.', 2380: 'Выборы дают возможность сменить политических представителей.'}"
raw_statements/email_statements_ru.csv,15,ru,"{1834: 'Выборы определяются избирателями.', 2345: 'Выборы определяются избирателями.'}"
raw_statements/email_statements_ru.csv,16,ru,"{2803: 'Выборы требуют поддержки избирателей.', 3286: 'Выборы требуют поддержки избирателей.'}"
raw_statements/email_statements_ru.csv,17,ru,"{892: 'День выборов — это особый день голосования.', 4290: 'День выборов — это особый день голосования.'}"
raw_statements/email_statements_ru.csv,18,ru,"{2334: 'Для политических кампаний установлены крайние сроки сбора средств.', 2535: 'Для политических кампаний установлены крайние сроки сбора средств.'}"
raw_statements/email_statements_ru.csv,19,ru,"{426: 'Добровольцы играют важную роль в политических кампаниях.', 2051: 'Добровольцы играют важную роль в политических кампаниях.'}"
raw_statements/email_statements_ru.csv,20,ru,"{372: 'Досрочное голосование позволяет избирателям проголосовать до официального дня выборов.', 1046: 'Досрочное голосование позволяет избирателям проголосовать до официального дня выборов.'}"
raw_statements/email_statements_ru.csv,21,ru,"{1066: 'Досрочное голосование позволяет людям проголосовать до официального дня выборов.', 1521: 'Досрочное голосование позволяет людям проголосовать до официального дня выборов.', 3929: 'Досрочное голосование позволяет людям проголосовать до официального дня выборов.'}"
raw_statements/email_statements_ru.csv,22,ru,"{938: 'Достижение целей по сбору средств можно рассматривать как знак поддержки политической кампании.', 3388: 'Достижение целей по сбору средств можно рассматривать как знак поддержки политической кампании.'}"
raw_statements/email_statements_ru.csv,23,ru,"{1410: 'Доступ к доступному медицинскому обслуживанию беспокоит многих людей.', 1863: 'Доступ к доступному медицинскому обслуживанию беспокоит многих людей.'}"
raw_statements/email_statements_ru.csv,24,ru,"{3532: 'Доступное здравоохранение важно для общества.', 3563: 'Доступное здравоохранение важно для общества.'}"
raw_statements/email_statements_ru.csv,25,ru,"{1737: 'Доступное и доступное здравоохранение беспокоит многих людей.', 2417: 'Доступное и доступное здравоохранение беспокоит многих людей.'}"
raw_statements/email_statements_ru.csv,26,ru,"{1918: 'Защита окружающей среды является проблемой для некоторых людей.', 2167: 'Защита окружающей среды является проблемой для некоторых людей.', 2176: 'Защита окружающей среды является проблемой для некоторых людей.'}"
raw_statements/email_statements_ru.csv,27,ru,"{576: 'Защита социального обеспечения и медицинской помощи важна для многих людей.', 1891: 'Защита социального обеспечения и медицинской помощи важна для многих людей.'}"
raw_statements/email_statements_ru.csv,28,ru,"{3634: 'Избегайте тесного контакта с больными людьми.', 3836: 'Избегайте тесного контакта с больными людьми.'}"
raw_statements/email_statements_ru.csv,29,ru,"{998: 'Избиратели выбирают кандидата от Демократической партии на выборах.', 1013: 'Избиратели выбирают кандидата от Демократической партии на выборах.'}"
raw_statements/email_statements_ru.csv,30,ru,"{339: 'Избиратели могут отказаться от подписки на электронные письма, посвященные политическим кампаниям.', 847: 'Избиратели могут отказаться от подписки на электронные письма, посвященные политическим кампаниям.'}"
raw_statements/email_statements_ru.csv,31,ru,"{843: 'Изменение климата — это проблема, которую необходимо решить.', 3056: 'Изменение климата — это проблема, которую необходимо решить.'}"
raw_statements/email_statements_ru.csv,32,ru,"{357: 'Изменение климата — это серьезная проблема, которую необходимо решить.', 493: 'Изменение климата — это серьезная проблема, которую необходимо решить.'}"
raw_statements/email_statements_ru.csv,33,ru,"{367: 'Изменение климата — это тема, которой занимаются политики.', 3024: 'Изменение климата — это тема, которой занимаются политики.'}"
raw_statements/email_statements_ru.csv,34,ru,"{208: 'Изменение климата — это тема, которой стремятся заняться некоторые политики.', 612: 'Изменение климата — это тема, которой стремятся заняться некоторые политики.', 2910: 'Изменение климата — это тема, которой стремятся заняться некоторые политики.'}"
raw_statements/email_statements_ru.csv,35,ru,"{631: 'Изменение климата, ухудшение состояния инфраструктуры, бездомность, защита социального обеспечения и медицинской помощи — распространенные проблемы, с которыми сталкиваются политики.', 2919: 'Изменение климата, ухудшение состояния инфраструктуры, бездомность, защита социального обеспечения и медицинской помощи — распространенные проблемы, с которыми сталкиваются политики.'}"
raw_statements/email_statements_ru.csv,36,ru,"{404: 'Кампании могут общаться со сторонниками по электронной почте.', 2410: 'Кампании могут общаться со сторонниками по электронной почте.', 2626: 'Кампании могут общаться со сторонниками по электронной почте.'}"
raw_statements/email_statements_ru.csv,37,ru,"{430: 'Кампании на низовом уровне опираются на вклад многих людей.', 2797: 'Кампании на низовом уровне опираются на вклад многих людей.'}"
raw_statements/email_statements_ru.csv,38,ru,"{459: 'Кампании по переизбранию могут быть сложными и конкурентными.', 2876: 'Кампании по переизбранию могут быть сложными и конкурентными.'}"
