source_file,group_number,lng,line_and_statement
raw_statements/email_statements_zh.csv,1,zh,"{1881: 'ActBlue Express 允许立即处理捐款。', 2460: 'ActBlue Express 允许立即处理捐款。'}"
raw_statements/email_statements_zh.csv,2,zh,"{1862: '一些人认为气候变化是对地球的生存威胁。', 2584: '一些人认为气候变化是对地球的生存威胁。'}"
raw_statements/email_statements_zh.csv,3,zh,"{101: '一天诚实的工作应该足以支付生活费用，为你的头顶提供住所，并支付必要药物的费用。', 3582: '一天诚实的工作应该足以支付生活费用，为你的头顶提供住所，并支付必要药物的费用。'}"
raw_statements/email_statements_zh.csv,4,zh,"{2052: '为受疫情影响的小企业主提供的贷款旨在挽救就业机会。', 2379: '为受疫情影响的小企业主提供的贷款旨在挽救就业机会。'}"
raw_statements/email_statements_zh.csv,5,zh,"{452: '举行国会席位选举。', 3268: '举行国会席位选举。'}"
raw_statements/email_statements_zh.csv,6,zh,"{1936: '举行选举以选出担任政治职务的代表。', 2188: '举行选举以选出担任政治职务的代表。'}"
raw_statements/email_statements_zh.csv,7,zh,"{2898: '人们为政治竞选活动捐款。', 3028: '人们为政治竞选活动捐款。'}"
raw_statements/email_statements_zh.csv,8,zh,"{1787: '人们捐款支持政治竞选活动。', 2008: '人们捐款支持政治竞选活动。'}"
raw_statements/email_statements_zh.csv,9,zh,"{279: '人们经常为政治竞选活动捐款。', 511: '人们经常为政治竞选活动捐款。', 2327: '人们经常为政治竞选活动捐款。'}"
raw_statements/email_statements_zh.csv,10,zh,"{295: '人们通常在选举中投票。', 2840: '人们通常在选举中投票。'}"
raw_statements/email_statements_zh.csv,11,zh,"{354: '佩戴口罩可以帮助防止疾病传播。', 517: '佩戴口罩可以帮助防止疾病传播。'}"
raw_statements/email_statements_zh.csv,12,zh,"{770: '佩戴口罩可以帮助防止病毒在人与人之间传播。', 3110: '佩戴口罩可以帮助防止病毒在人与人之间传播。'}"
raw_statements/email_statements_zh.csv,13,zh,"{542: '保存付款信息可以促进更快的交易。', 2939: '保存付款信息可以促进更快的交易。'}"
raw_statements/email_statements_zh.csv,14,zh,"{1918: '保护环境是一些人关心的问题。', 2167: '保护环境是一些人关心的问题。'}"
raw_statements/email_statements_zh.csv,15,zh,"{576: '保护社会保障和医疗保险对许多人来说很重要。', 1891: '保护社会保障和医疗保险对许多人来说很重要。'}"
raw_statements/email_statements_zh.csv,16,zh,"{4280: '医疗保健决策应在患者和医生之间做出。', 4317: '医疗保健决策应在患者和医生之间做出。'}"
raw_statements/email_statements_zh.csv,17,zh,"{1929: '可以通过各种设定金额或捐赠者选择的其他金额进行捐款。', 2362: '可以通过各种设定金额或捐赠者选择的其他金额进行捐款。'}"
raw_statements/email_statements_zh.csv,18,zh,"{1737: '可获得且负担得起的医疗保健是许多人关心的问题。', 2417: '可获得且负担得起的医疗保健是许多人关心的问题。'}"
raw_statements/email_statements_zh.csv,19,zh,"{330: '国会议员为特定地区服务。', 739: '国会议员为特定地区服务。'}"
raw_statements/email_statements_zh.csv,20,zh,"{2843: '国会议员代表特定地区。', 3222: '国会议员代表特定地区。'}"
raw_statements/email_statements_zh.csv,21,zh,"{201: '国会议员可以研究气候变化、基础设施、无家可归以及保护社会保障和医疗保险等问题。', 448: '国会议员可以研究气候变化、基础设施、无家可归以及保护社会保障和医疗保险等问题。', 2951: '国会议员可以研究气候变化、基础设施、无家可归以及保护社会保障和医疗保险等问题。', 3386: '国会议员可以研究气候变化、基础设施、无家可归以及保护社会保障和医疗保险等问题。', 3390: '国会议员可以研究气候变化、基础设施、无家可归以及保护社会保障和医疗保险等问题。'}"
raw_statements/email_statements_zh.csv,22,zh,"{234: '国会议员在美国的特定地区任职。', 2892: '国会议员在美国的特定地区任职。'}"
raw_statements/email_statements_zh.csv,23,zh,"{628: '国会议员当选负责解决气候变化、基础设施、无家可归以及社会保障和医疗保险保护等问题。', 686: '国会议员当选负责解决气候变化、基础设施、无家可归以及社会保障和医疗保险保护等问题。'}"
raw_statements/email_statements_zh.csv,24,zh,"{272: '国会议员研究气候变化、基础设施、无家可归以及保护社会保障和医疗保险等问题。', 458: '国会议员研究气候变化、基础设施、无家可归以及保护社会保障和医疗保险等问题。', 557: '国会议员研究气候变化、基础设施、无家可归以及保护社会保障和医疗保险等问题。'}"
raw_statements/email_statements_zh.csv,25,zh,"{2857: '国会议员经选举产生，代表各区。', 2960: '国会议员经选举产生，代表各区。'}"
raw_statements/email_statements_zh.csv,26,zh,"{313: '国会议员讨论气候变化、基础设施、无家可归以及社会保障和医疗保险保护等问题。', 2927: '国会议员讨论气候变化、基础设施、无家可归以及社会保障和医疗保险保护等问题。', 3376: '国会议员讨论气候变化、基础设施、无家可归以及社会保障和医疗保险保护等问题。'}"
raw_statements/email_statements_zh.csv,27,zh,"{2958: '在经济不确定时期，被解雇迫使人们寻找工作。', 3260: '在经济不确定时期，被解雇迫使人们寻找工作。'}"
raw_statements/email_statements_zh.csv,28,zh,"{645: '在选举中，每张选票都很重要。', 1183: '在选举中，每张选票都很重要。', 1487: '在选举中，每张选票都很重要。'}"
raw_statements/email_statements_zh.csv,29,zh,"{430: '基层活动依赖于许多人的捐款。', 2797: '基层活动依赖于许多人的捐款。'}"
raw_statements/email_statements_zh.csv,30,zh,"{384: '失业救济金为失业者提供经济援助。', 2235: '失业救济金为失业者提供经济援助。', 3950: '失业救济金为失业者提供经济援助。'}"
raw_statements/email_statements_zh.csv,31,zh,"{938: '实现筹款目标可以看作是支持政治竞选活动的标志。', 3388: '实现筹款目标可以看作是支持政治竞选活动的标志。'}"
raw_statements/email_statements_zh.csv,32,zh,"{745: '小型企业受到了冠状病毒的影响。', 2954: '小型企业受到了冠状病毒的影响。'}"
raw_statements/email_statements_zh.csv,33,zh,"{1160: '小型企业对当地经济至关重要。', 1177: '小型企业对当地经济至关重要。', 3440: '小型企业对当地经济至关重要。'}"
raw_statements/email_statements_zh.csv,34,zh,"{1990: '工作家庭需要支持。', 2044: '工作家庭需要支持。'}"
raw_statements/email_statements_zh.csv,35,zh,"{736: '应对无家可归是一个需要解决的问题。', 2818: '应对无家可归是一个需要解决的问题。'}"
raw_statements/email_statements_zh.csv,36,zh,"{734: '应对气候变化很重要。', 3302: '应对气候变化很重要。'}"
raw_statements/email_statements_zh.csv,37,zh,"{89: '应该为年轻人和老年人提供机会。', 1079: '应该为年轻人和老年人提供机会。'}"
raw_statements/email_statements_zh.csv,38,zh,"{1844: '志愿服务是一种无需捐款即可支持竞选活动的方式。', 2656: '志愿服务是一种无需捐款即可支持竞选活动的方式。'}"
raw_statements/email_statements_zh.csv,39,zh,"{1899: '志愿服务是支持政治竞选活动的一种方式。', 2164: '志愿服务是支持政治竞选活动的一种方式。'}"
raw_statements/email_statements_zh.csv,40,zh,"{426: '志愿者对政治竞选活动很重要。', 2051: '志愿者对政治竞选活动很重要。'}"
raw_statements/email_statements_zh.csv,41,zh,"{318: '拒绝辩论会剥夺选民了解候选人的机会。', 3109: '拒绝辩论会剥夺选民了解候选人的机会。'}"
raw_statements/email_statements_zh.csv,42,zh,"{44: '捐款可以帮助资助政治竞选活动。', 1553: '捐款可以帮助资助政治竞选活动。'}"
raw_statements/email_statements_zh.csv,43,zh,"{416: '捐款可以支持政治竞选活动。', 2570: '捐款可以支持政治竞选活动。', 2607: '捐款可以支持政治竞选活动。', 4098: '捐款可以支持政治竞选活动。'}"
raw_statements/email_statements_zh.csv,44,zh,"{582: '捐款是支持政治竞选活动的一种方式。', 4056: '捐款是支持政治竞选活动的一种方式。'}"
raw_statements/email_statements_zh.csv,45,zh,"{1066: '提前投票允许人们在正式选举日之前投票。', 1521: '提前投票允许人们在正式选举日之前投票。', 3929: '提前投票允许人们在正式选举日之前投票。'}"
raw_statements/email_statements_zh.csv,46,zh,"{372: '提前投票允许选民在正式选举日之前投票。', 1046: '提前投票允许选民在正式选举日之前投票。'}"
raw_statements/email_statements_zh.csv,47,zh,"{821: '政客经常要求捐款以支持他们的竞选活动。', 1113: '政客经常要求捐款以支持他们的竞选活动。', 2315: '政客经常要求捐款以支持他们的竞选活动。', 3021: '政客经常要求捐款以支持他们的竞选活动。'}"
raw_statements/email_statements_zh.csv,48,zh,"{2900: '政治家代表特定的地理区域。', 3182: '政治家代表特定的地理区域。'}"
raw_statements/email_statements_zh.csv,49,zh,"{242: '政治家们研究气候变化、基础设施、无家可归以及保护社会保障和医疗保险等问题。', 3257: '政治家们研究气候变化、基础设施、无家可归以及保护社会保障和医疗保险等问题。'}"
raw_statements/email_statements_zh.csv,50,zh,"{217: '政治竞选活动使用电子邮件与支持者沟通。', 975: '政治竞选活动使用电子邮件与支持者沟通。'}"
raw_statements/email_statements_zh.csv,51,zh,"{2459: '政治竞选活动使用电视广告、数字广告和邮件来吸引选民。', 2689: '政治竞选活动使用电视广告、数字广告和邮件来吸引选民。'}"
raw_statements/email_statements_zh.csv,52,zh,"{1754: '政治竞选活动可以由个人捐款资助。', 1858: '政治竞选活动可以由个人捐款资助。', 2036: '政治竞选活动可以由个人捐款资助。'}"
raw_statements/email_statements_zh.csv,53,zh,"{1843: '政治竞选活动可以通过个人捐款而不是公司PAC的资金来资助。', 2581: '政治竞选活动可以通过个人捐款而不是公司PAC的资金来资助。'}"
