source_file,group_number,lng,line_and_statement
raw_statements/email_statements_fr.csv,1,fr,"{656: ""Boire de l'eau polluée peut entraîner des problèmes de santé."", 3088: ""Boire de l'eau polluée peut entraîner des problèmes de santé.""}"
raw_statements/email_statements_fr.csv,2,fr,"{645: ""Chaque vote compte lors d'une élection."", 1183: ""Chaque vote compte lors d'une élection."", 1487: ""Chaque vote compte lors d'une élection.""}"
raw_statements/email_statements_fr.csv,3,fr,"{1737: 'Des soins de santé accessibles et abordables préoccupent de nombreuses personnes.', 2417: 'Des soins de santé accessibles et abordables préoccupent de nombreuses personnes.'}"
raw_statements/email_statements_fr.csv,4,fr,"{734: 'Il est important de lutter contre le changement climatique.', 3302: 'Il est important de lutter contre le changement climatique.'}"
raw_statements/email_statements_fr.csv,5,fr,"{1410: ""L'accès à des soins de santé abordables préoccupe de nombreuses personnes."", 1863: ""L'accès à des soins de santé abordables préoccupe de nombreuses personnes.""}"
raw_statements/email_statements_fr.csv,6,fr,"{189: ""L'itinérance est un problème auquel il faut faire face."", 936: ""L'itinérance est un problème auquel il faut faire face.""}"
raw_statements/email_statements_fr.csv,7,fr,"{1918: ""La protection de l'environnement préoccupe certaines personnes."", 2167: ""La protection de l'environnement préoccupe certaines personnes."", 2176: ""La protection de l'environnement préoccupe certaines personnes.""}"
raw_statements/email_statements_fr.csv,8,fr,"{576: ""La protection de la sécurité sociale et de l'assurance-maladie est importante pour de nombreuses personnes."", 1891: ""La protection de la sécurité sociale et de l'assurance-maladie est importante pour de nombreuses personnes.""}"
raw_statements/email_statements_fr.csv,9,fr,"{542: 'La sauvegarde des informations de paiement peut accélérer les transactions.', 2939: 'La sauvegarde des informations de paiement peut accélérer les transactions.'}"
raw_statements/email_statements_fr.csv,10,fr,"{210: ""La sécurité sociale et l'assurance-maladie sont des programmes destinés à protéger le bien-être des individus."", 321: ""La sécurité sociale et l'assurance-maladie sont des programmes destinés à protéger le bien-être des individus.""}"
raw_statements/email_statements_fr.csv,11,fr,"{3094: ""Le Congrès a un rôle à jouer dans la résolution de problèmes tels que le changement climatique, les infrastructures, le problème des sans-abri et la protection de la sécurité sociale et de l'assurance-maladie."", 3374: ""Le Congrès a un rôle à jouer dans la résolution de problèmes tels que le changement climatique, les infrastructures, le problème des sans-abri et la protection de la sécurité sociale et de l'assurance-maladie.""}"
raw_statements/email_statements_fr.csv,12,fr,"{1867: 'Le changement climatique est un problème urgent qui nécessite une action immédiate.', 2718: 'Le changement climatique est un problème urgent qui nécessite une action immédiate.'}"
raw_statements/email_statements_fr.csv,13,fr,"{208: 'Le changement climatique est un sujet que certains responsables politiques souhaitent aborder.', 612: 'Le changement climatique est un sujet que certains responsables politiques souhaitent aborder.', 2910: 'Le changement climatique est un sujet que certains responsables politiques souhaitent aborder.'}"
raw_statements/email_statements_fr.csv,14,fr,"{274: 'Le courrier électronique est un moyen pour les politiciens de communiquer avec leurs partisans.', 768: 'Le courrier électronique est un moyen pour les politiciens de communiquer avec leurs partisans.'}"
raw_statements/email_statements_fr.csv,15,fr,"{476: ""Le courrier électronique est un outil de communication et de diffusion d'informations."", 858: ""Le courrier électronique est un outil de communication et de diffusion d'informations.""}"
raw_statements/email_statements_fr.csv,16,fr,"{892: 'Le jour du scrutin est un jour spécifique où le vote a lieu.', 1596: 'Le jour du scrutin est un jour spécifique où le vote a lieu.'}"
raw_statements/email_statements_fr.csv,17,fr,"{562: 'Le jour du scrutin est une date précise à laquelle le vote a lieu.', 2282: 'Le jour du scrutin est une date précise à laquelle le vote a lieu.'}"
raw_statements/email_statements_fr.csv,18,fr,"{2272: 'Le jour du scrutin est une date précise à laquelle les électeurs votent.', 2337: 'Le jour du scrutin est une date précise à laquelle les électeurs votent.'}"
raw_statements/email_statements_fr.csv,19,fr,"{2958: ""Le licenciement oblige les gens à chercher du travail en période d'incertitude économique."", 3260: ""Le licenciement oblige les gens à chercher du travail en période d'incertitude économique.""}"
raw_statements/email_statements_fr.csv,20,fr,"{3145: 'Le problème des sans-abri doit être résolu.', 3223: 'Le problème des sans-abri doit être résolu.'}"
raw_statements/email_statements_fr.csv,21,fr,"{3069: 'Le problème des sans-abri est un problème de société qui doit être résolu.', 3144: 'Le problème des sans-abri est un problème de société qui doit être résolu.'}"
raw_statements/email_statements_fr.csv,22,fr,"{318: ""Le refus de participer à un débat prive les électeurs de l'occasion d'en savoir plus sur les candidats."", 3109: ""Le refus de participer à un débat prive les électeurs de l'occasion d'en savoir plus sur les candidats.""}"
raw_statements/email_statements_fr.csv,23,fr,"{1066: 'Le vote anticipé permet aux citoyens de voter avant le jour officiel du scrutin.', 1521: 'Le vote anticipé permet aux citoyens de voter avant le jour officiel du scrutin.', 3929: 'Le vote anticipé permet aux citoyens de voter avant le jour officiel du scrutin.'}"
raw_statements/email_statements_fr.csv,24,fr,"{372: 'Le vote anticipé permet aux électeurs de voter avant le jour officiel du scrutin.', 1046: 'Le vote anticipé permet aux électeurs de voter avant le jour officiel du scrutin.'}"
raw_statements/email_statements_fr.csv,25,fr,"{384: 'Les allocations de chômage fournissent une aide financière aux personnes qui ont perdu leur emploi.', 2235: 'Les allocations de chômage fournissent une aide financière aux personnes qui ont perdu leur emploi.', 3950: 'Les allocations de chômage fournissent une aide financière aux personnes qui ont perdu leur emploi.'}"
raw_statements/email_statements_fr.csv,26,fr,"{1766: 'Les bulletins de vote par correspondance permettent aux électeurs de voter sans se rendre dans un bureau de vote.', 2426: 'Les bulletins de vote par correspondance permettent aux électeurs de voter sans se rendre dans un bureau de vote.'}"
raw_statements/email_statements_fr.csv,27,fr,"{545: 'Les bulletins de vote par correspondance sont utilisés lors des élections.', 2071: 'Les bulletins de vote par correspondance sont utilisés lors des élections.'}"
raw_statements/email_statements_fr.csv,28,fr,"{1532: ""Les bureaux de vote ont des heures d'ouverture spécifiques."", 3171: ""Les bureaux de vote ont des heures d'ouverture spécifiques.""}"
raw_statements/email_statements_fr.csv,29,fr,"{2002: ""Les bureaux de vote sont ouverts jusqu'à une heure précise le jour du scrutin."", 3347: ""Les bureaux de vote sont ouverts jusqu'à une heure précise le jour du scrutin.""}"
raw_statements/email_statements_fr.csv,30,fr,"{426: 'Les bénévoles jouent un rôle important dans les campagnes politiques.', 2051: 'Les bénévoles jouent un rôle important dans les campagnes politiques.'}"
raw_statements/email_statements_fr.csv,31,fr,"{3045: 'Les campagnes de réélection des politiciens peuvent être difficiles et compétitives.', 3205: 'Les campagnes de réélection des politiciens peuvent être difficiles et compétitives.'}"
raw_statements/email_statements_fr.csv,32,fr,"{459: 'Les campagnes de réélection peuvent être difficiles et compétitives.', 2876: 'Les campagnes de réélection peuvent être difficiles et compétitives.'}"
raw_statements/email_statements_fr.csv,33,fr,"{3048: 'Les campagnes de réélection peuvent être difficiles et nécessitent du soutien.', 3272: 'Les campagnes de réélection peuvent être difficiles et nécessitent du soutien.'}"
raw_statements/email_statements_fr.csv,34,fr,"{314: 'Les campagnes de réélection peuvent être difficiles.', 863: 'Les campagnes de réélection peuvent être difficiles.'}"
raw_statements/email_statements_fr.csv,35,fr,"{1930: ""Les campagnes demandent souvent de l'aide par e-mail."", 2694: ""Les campagnes demandent souvent de l'aide par e-mail.""}"
raw_statements/email_statements_fr.csv,36,fr,"{94: 'Les campagnes demandent souvent des dons pour atteindre les objectifs de collecte de fonds.', 2080: 'Les campagnes demandent souvent des dons pour atteindre les objectifs de collecte de fonds.'}"
raw_statements/email_statements_fr.csv,37,fr,"{215: 'Les campagnes demandent souvent des dons pour soutenir leurs activités.', 3150: 'Les campagnes demandent souvent des dons pour soutenir leurs activités.'}"
raw_statements/email_statements_fr.csv,38,fr,"{634: 'Les campagnes demandent souvent des dons pour soutenir leurs efforts politiques.', 2916: 'Les campagnes demandent souvent des dons pour soutenir leurs efforts politiques.'}"
raw_statements/email_statements_fr.csv,39,fr,"{236: 'Les campagnes demandent souvent des dons pour soutenir leurs efforts.', 767: 'Les campagnes demandent souvent des dons pour soutenir leurs efforts.'}"
raw_statements/email_statements_fr.csv,40,fr,"{292: 'Les campagnes ont souvent des dates limites pour la collecte de fonds.', 1854: 'Les campagnes ont souvent des dates limites pour la collecte de fonds.'}"
