source_file,group_number,lng,line_and_statement
raw_statements/email_statements_pt.csv,1,pt,"{485: 'A arrecadação de fundos é uma atividade comum em campanhas políticas.', 1346: 'A arrecadação de fundos é uma atividade comum em campanhas políticas.'}"
raw_statements/email_statements_pt.csv,2,pt,"{223: 'A falta de moradia é um problema que as sociedades enfrentam.', 598: 'A falta de moradia é um problema que as sociedades enfrentam.', 760: 'A falta de moradia é um problema que as sociedades enfrentam.'}"
raw_statements/email_statements_pt.csv,3,pt,"{189: 'A falta de moradia é um problema que precisa ser enfrentado.', 936: 'A falta de moradia é um problema que precisa ser enfrentado.'}"
raw_statements/email_statements_pt.csv,4,pt,"{3114: 'A falta de moradia é um problema social que as comunidades enfrentam.', 3409: 'A falta de moradia é um problema social que as comunidades enfrentam.'}"
raw_statements/email_statements_pt.csv,5,pt,"{3066: 'A falta de moradia é uma questão social que pode ser enfrentada por meio de políticas.', 3177: 'A falta de moradia é uma questão social que pode ser enfrentada por meio de políticas.'}"
raw_statements/email_statements_pt.csv,6,pt,"{581: 'A falta de moradia é uma questão social que requer atenção.', 613: 'A falta de moradia é uma questão social que requer atenção.'}"
raw_statements/email_statements_pt.csv,7,pt,"{367: 'A mudança climática é um tópico abordado por políticos.', 3024: 'A mudança climática é um tópico abordado por políticos.'}"
raw_statements/email_statements_pt.csv,8,pt,"{208: 'A mudança climática é um tópico que alguns políticos pretendem abordar.', 612: 'A mudança climática é um tópico que alguns políticos pretendem abordar.'}"
raw_statements/email_statements_pt.csv,9,pt,"{221: 'A mudança climática é uma questão significativa que precisa ser enfrentada.', 493: 'A mudança climática é uma questão significativa que precisa ser enfrentada.'}"
raw_statements/email_statements_pt.csv,10,pt,"{1867: 'A mudança climática é uma questão urgente que requer ação imediata.', 2718: 'A mudança climática é uma questão urgente que requer ação imediata.'}"
raw_statements/email_statements_pt.csv,11,pt,"{997: 'A pobreza pode afetar os resultados de saúde.', 1016: 'A pobreza pode afetar os resultados de saúde.'}"
raw_statements/email_statements_pt.csv,12,pt,"{1066: 'A votação antecipada permite que as pessoas votem antes do dia oficial da eleição.', 1521: 'A votação antecipada permite que as pessoas votem antes do dia oficial da eleição.', 3929: 'A votação antecipada permite que as pessoas votem antes do dia oficial da eleição.'}"
raw_statements/email_statements_pt.csv,13,pt,"{2462: 'As campanhas geralmente se comunicam com os apoiadores por e-mail.', 2692: 'As campanhas geralmente se comunicam com os apoiadores por e-mail.'}"
raw_statements/email_statements_pt.csv,14,pt,"{2916: 'As campanhas geralmente solicitam doações para apoiar seus esforços políticos.', 3394: 'As campanhas geralmente solicitam doações para apoiar seus esforços políticos.'}"
raw_statements/email_statements_pt.csv,15,pt,"{767: 'As campanhas geralmente solicitam doações para apoiar seus esforços.', 3263: 'As campanhas geralmente solicitam doações para apoiar seus esforços.'}"
raw_statements/email_statements_pt.csv,16,pt,"{404: 'As campanhas podem se comunicar com os apoiadores por e-mail.', 2410: 'As campanhas podem se comunicar com os apoiadores por e-mail.', 2626: 'As campanhas podem se comunicar com os apoiadores por e-mail.'}"
raw_statements/email_statements_pt.csv,17,pt,"{540: 'As campanhas políticas geralmente dependem de doações de apoiadores.', 3348: 'As campanhas políticas geralmente dependem de doações de apoiadores.'}"
raw_statements/email_statements_pt.csv,18,pt,"{564: 'As campanhas políticas geralmente dependem de doações de indivíduos.', 3329: 'As campanhas políticas geralmente dependem de doações de indivíduos.'}"
raw_statements/email_statements_pt.csv,19,pt,"{1775: 'As campanhas políticas geralmente se comunicam com os apoiadores por e-mail.', 1835: 'As campanhas políticas geralmente se comunicam com os apoiadores por e-mail.'}"
raw_statements/email_statements_pt.csv,20,pt,"{661: 'As campanhas políticas geralmente solicitam doações de apoiadores.', 2293: 'As campanhas políticas geralmente solicitam doações de apoiadores.'}"
raw_statements/email_statements_pt.csv,21,pt,"{2029: 'As campanhas políticas geralmente solicitam doações por e-mail.', 2093: 'As campanhas políticas geralmente solicitam doações por e-mail.'}"
raw_statements/email_statements_pt.csv,22,pt,"{680: 'As campanhas políticas podem se comunicar com apoiadores por e-mail.', 1821: 'As campanhas políticas podem se comunicar com apoiadores por e-mail.'}"
raw_statements/email_statements_pt.csv,23,pt,"{2803: 'As eleições exigem o apoio dos eleitores.', 3286: 'As eleições exigem o apoio dos eleitores.'}"
raw_statements/email_statements_pt.csv,24,pt,"{729: 'As eleições podem ter impactos de longo prazo na direção de um país.', 2851: 'As eleições podem ter impactos de longo prazo na direção de um país.'}"
raw_statements/email_statements_pt.csv,25,pt,"{1834: 'As eleições são decididas pelos eleitores.', 2345: 'As eleições são decididas pelos eleitores.'}"
raw_statements/email_statements_pt.csv,26,pt,"{365: 'As eleições têm prazos para arrecadação de fundos.', 762: 'As eleições têm prazos para arrecadação de fundos.'}"
raw_statements/email_statements_pt.csv,27,pt,"{1990: 'As famílias trabalhadoras precisam de apoio.', 2044: 'As famílias trabalhadoras precisam de apoio.'}"
raw_statements/email_statements_pt.csv,28,pt,"{295: 'As pessoas geralmente votam nas eleições.', 2840: 'As pessoas geralmente votam nas eleições.'}"
raw_statements/email_statements_pt.csv,29,pt,"{587: 'As pessoas podem cancelar a inscrição nas listas de e-mail se não quiserem mais receber comunicações.', 681: 'As pessoas podem cancelar a inscrição nas listas de e-mail se não quiserem mais receber comunicações.'}"
raw_statements/email_statements_pt.csv,30,pt,"{484: 'As pessoas podem cancelar a inscrição nas listas de e-mail se não quiserem receber mais comunicações.', 572: 'As pessoas podem cancelar a inscrição nas listas de e-mail se não quiserem receber mais comunicações.', 3050: 'As pessoas podem cancelar a inscrição nas listas de e-mail se não quiserem receber mais comunicações.'}"
raw_statements/email_statements_pt.csv,31,pt,"{656: 'Beber água poluída pode causar problemas de saúde.', 3088: 'Beber água poluída pode causar problemas de saúde.'}"
raw_statements/email_statements_pt.csv,32,pt,"{645: 'Cada voto conta em uma eleição.', 1487: 'Cada voto conta em uma eleição.'}"
raw_statements/email_statements_pt.csv,33,pt,"{2012: 'Campanhas políticas podem solicitar doações por e-mail.', 3399: 'Campanhas políticas podem solicitar doações por e-mail.'}"
