source_file,group_number,lng,line_and_statement
raw_statements/email_statements_hi.csv,1,hi,"{236: 'अभियान अक्सर अपने प्रयासों का समर्थन करने के लिए दान मांगते हैं।', 3263: 'अभियान अक्सर अपने प्रयासों का समर्थन करने के लिए दान मांगते हैं।'}"
raw_statements/email_statements_hi.csv,2,hi,"{634: 'अभियान अक्सर अपने राजनीतिक प्रयासों का समर्थन करने के लिए दान मांगते हैं।', 3394: 'अभियान अक्सर अपने राजनीतिक प्रयासों का समर्थन करने के लिए दान मांगते हैं।'}"
raw_statements/email_statements_hi.csv,3,hi,"{2462: 'अभियान अक्सर ईमेल के माध्यम से समर्थकों के साथ संवाद करते हैं।', 2692: 'अभियान अक्सर ईमेल के माध्यम से समर्थकों के साथ संवाद करते हैं।'}"
raw_statements/email_statements_hi.csv,4,hi,"{1930: 'अभियान अक्सर ईमेल के माध्यम से सहायता मांगते हैं।', 2694: 'अभियान अक्सर ईमेल के माध्यम से सहायता मांगते हैं।'}"
raw_statements/email_statements_hi.csv,5,hi,"{1732: 'अभियान अक्सर दान और स्वयंसेवी सहायता मांगते हैं।', 1942: 'अभियान अक्सर दान और स्वयंसेवी सहायता मांगते हैं।'}"
raw_statements/email_statements_hi.csv,6,hi,"{893: 'अभियान अक्सर दान मांगते हैं।', 2649: 'अभियान अक्सर दान मांगते हैं।'}"
raw_statements/email_statements_hi.csv,7,hi,"{257: 'अभियान अक्सर समर्थकों से दान का अनुरोध करते हैं।', 262: 'अभियान अक्सर समर्थकों से दान का अनुरोध करते हैं।'}"
raw_statements/email_statements_hi.csv,8,hi,"{404: 'अभियान ईमेल के माध्यम से समर्थकों के साथ संवाद कर सकते हैं।', 2410: 'अभियान ईमेल के माध्यम से समर्थकों के साथ संवाद कर सकते हैं।', 2626: 'अभियान ईमेल के माध्यम से समर्थकों के साथ संवाद कर सकते हैं।'}"
raw_statements/email_statements_hi.csv,9,hi,"{1972: 'अभियानों के लिए समर्थकों के साथ संवाद करने के लिए ईमेल एक सामान्य तरीका है।', 2190: 'अभियानों के लिए समर्थकों के साथ संवाद करने के लिए ईमेल एक सामान्य तरीका है।'}"
raw_statements/email_statements_hi.csv,10,hi,"{292: 'अभियानों में अक्सर धन उगाहने की समय सीमा होती है।', 1854: 'अभियानों में अक्सर धन उगाहने की समय सीमा होती है।'}"
