design_points
Physical Everyday Literal language Positive Factual Knowledge
Physical Everyday Literal language Positive Factual Knowledge
Physical Everyday Literal language Normative Factual Knowledge
Physical Everyday Literal language Positive Factual Knowledge
Social Everyday Literal language Normative Factual Knowledge
Physical Everyday Literal language Positive Factual Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Reasoning
Social Everyday Literal language Normative Opinion Reasoning
Physical Everyday Literal language Positive Factual Knowledge
Social Everyday Literal language Positive Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Positive Opinion Knowledge
Social Everyday Literal language Positive Opinion Knowledge
Physical Everyday Literal language Positive Factual Knowledge
Social Everyday Figure of speech Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Physical Everyday Literal language Positive Factual Knowledge
Physical Everyday Literal language Positive Factual Knowledge
Physical Everyday Literal language Positive Factual Knowledge
Social Everyday Figure of speech Normative Opinion Knowledge
Social Everyday Literal language Normative Factual Reasoning
Social Everyday Figure of speech Normative Opinion Knowledge
Social Abstract Figure of speech Normative Opinion Reasoning
Social Everyday Literal language Normative Opinion Reasoning
Social Abstract Figure of speech Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Reasoning
Social Everyday Literal language Positive Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Figure of speech Normative Opinion Knowledge
Social Abstract Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Positive Factual Reasoning
Social Everyday Figure of speech Positive Factual Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Abstract Literal language Normative Opinion Reasoning
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Figure of speech Normative Opinion Knowledge
Physical Abstract Literal language Normative Opinion Reasoning
Social Everyday Figure of speech Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Factual Reasoning
Physical Everyday Literal language Positive Factual Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Reasoning
Social Everyday Figure of speech Normative Opinion Knowledge
Social Everyday Figure of speech Positive Opinion Knowledge
Physical Everyday Literal language Positive Factual Knowledge
Social Abstract Figure of speech Normative Opinion Knowledge
Social Abstract Literal language Normative Opinion Reasoning
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Abstract Figure of speech Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Reasoning
Social Abstract Figure of speech Positive Factual Knowledge
Physical Everyday Literal language Positive Factual Reasoning
Social Everyday Figure of speech Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Figure of speech Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Figure of speech Normative Opinion Knowledge
Physical Everyday Literal language Positive Factual Reasoning
Social Everyday Figure of speech Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Abstract Figure of speech Normative Opinion Knowledge
Social Abstract Literal language Normative Opinion Reasoning
Social Everyday Literal language Normative Opinion Reasoning
Social Everyday Literal language Normative Opinion Reasoning
Physical Everyday Literal language Positive Factual Knowledge
Social Everyday Figure of speech Normative Opinion Knowledge
Physical Everyday Literal language Positive Factual Reasoning
Physical Everyday Figure of speech Positive Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Factual Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
Social Everyday Literal language Normative Opinion Knowledge
