statement,elicitation,committer
"Una abeja ocupada no tiene tiempo para la tristeza, lo que destaca el beneficio de mantenerse ocupada en actividades satisfactorias.",microsoft azure text translation,Dan
"Una mente sana en un cuerpo sano, por lo que tanto la aptitud mental como la física son esenciales.",microsoft azure text translation,Dan
"Una mente sana en un cuerpo sano, lo que sugiere la importancia de la aptitud mental y física.",microsoft azure text translation,Dan
"Un viaje de mil millas comienza con un solo paso, así que comience su viaje de acondicionamiento físico hoy.",microsoft azure text translation,Dan
"Un pequeño progreso cada día se suma a grandes resultados, lo que destaca la importancia de la constancia en la salud y el estado físico.",microsoft azure text translation,Dan
"Un pequeño progreso cada día se suma a grandes resultados, enfatizando la importancia de los esfuerzos diarios en la salud y el estado físico.",microsoft azure text translation,Dan
"Una imagen vale más que mil palabras, destacando el profundo impacto del arte visual.",microsoft azure text translation,Dan
"Una imagen vale más que mil palabras, por lo que las imágenes pueden transmitir un significado profundo.",microsoft azure text translation,Dan
"Una marea creciente levanta todos los barcos, lo que sugiere que las mejoras sociales benefician a todos.",microsoft azure text translation,Dan
"Una piedra rodante no recoge musgo, por lo que moverse con frecuencia puede evitar el estancamiento.",microsoft azure text translation,Dan
"Una piedra rodante no recoge musgo, lo que sugiere que aquellos que se mudan con frecuencia evitan el estancamiento.",microsoft azure text translation,Dan
"Una puntada a tiempo ahorra nueve, por lo que abordar los pequeños problemas de salud con prontitud puede prevenir problemas mayores.",microsoft azure text translation,Dan
"Una puntada a tiempo ahorra nueve, por lo que las medidas proactivas son beneficiosas.",microsoft azure text translation,Dan
"Una puntada a tiempo salva nueve, lo que sugiere que abordar los problemas a tiempo previene problemas mayores.",microsoft azure text translation,Dan
"Una olla vigilada nunca hierve, por lo que es mejor tener paciencia.",microsoft azure text translation,Dan
"Una olla vigilada nunca hierve, lo que sugiere que estar demasiado concentrado en una tarea puede hacer que se sienta más larga.",microsoft azure text translation,Dan
"Las acciones te definen, porque la gente a menudo te juzga en función de lo que haces en lugar de lo que dices.",microsoft azure text translation,Dan
Las acciones hablan más que las palabras a la hora de dar forma a los acontecimientos históricos y su impacto.,microsoft azure text translation,Dan
Las acciones hablan más que las palabras cuando se trata de mostrar compromiso.,microsoft azure text translation,Dan
"Las acciones hablan más que las palabras, ya que el comportamiento a menudo revela las verdaderas intenciones mejor que las declaraciones.",microsoft azure text translation,Dan
"Las acciones hablan más que las palabras, destacando el impacto del comportamiento en la configuración de las normas sociales.",microsoft azure text translation,Dan
"Las acciones hablan más que las palabras, lo que indica que el comportamiento proporciona información más confiable que las declaraciones verbales.",microsoft azure text translation,Dan
"Las acciones hablan más que las palabras, lo que indica que el comportamiento revela verdaderas intenciones y valores.",microsoft azure text translation,Dan
"Las acciones hablan más que las palabras, lo que indica que el comportamiento revela verdaderas intenciones.",microsoft azure text translation,Dan
"Las acciones hablan más que las palabras, reflejando tu verdadero carácter e intenciones.",microsoft azure text translation,Dan
"Las acciones hablan más que las palabras, por lo que lo que haces a menudo importa más que lo que dices.",microsoft azure text translation,Dan
"Las acciones hablan más que las palabras, lo que sugiere que el comportamiento revela el verdadero carácter y las intenciones.",microsoft azure text translation,Dan
"Adaptarse o perecer, lo que pone de manifiesto la necesidad de mantenerse al día con los avances tecnológicos.",microsoft azure text translation,Dan
"Todos los caminos conducen a Roma, indicando muchos caminos para llegar a un objetivo común.",microsoft azure text translation,Dan
"Todos los caminos conducen a Roma, lo que significa que muchos caminos pueden conducir a un objetivo común.",microsoft azure text translation,Dan
"Todo con moderación, enfatizando la importancia del equilibrio en la vida.",microsoft azure text translation,Dan
"Todo trabajo y nada de juego hace de Jack un chico aburrido, enfatizando la necesidad de equilibrar el trabajo y el ocio.",microsoft azure text translation,Dan
"Todo trabajo y nada de juego hace que Jack sea un niño aburrido, por lo que el equilibrio es importante en las actividades diarias.",microsoft azure text translation,Dan
"Todo trabajo y nada de juego hace de Jack un chico aburrido, así que equilibra el trabajo con el ocio para tener una vida plena.",microsoft azure text translation,Dan
"Una manzana al día mantiene alejado al médico, enfatizando la importancia de una alimentación saludable.",microsoft azure text translation,Dan
"Más vale prevenir que curar, lo que enfatiza el valor de las medidas proactivas.",microsoft azure text translation,Dan
"Más vale prevenir que curar, lo que enfatiza el valor de tomar precauciones.",microsoft azure text translation,Dan
"El arte y la cultura enriquecen vidas, ofrecen nuevas perspectivas e inspiran el crecimiento personal.",microsoft azure text translation,Dan
"El arte da vida al color, ilustrando su poder para mejorar y enriquecer nuestras experiencias.",microsoft azure text translation,Dan
"El arte une a las personas, fomentando las experiencias compartidas y la comprensión.",microsoft azure text translation,Dan
"El arte tiene el poder de transformar la sociedad, inspirando el cambio y desafiando las normas.",microsoft azure text translation,Dan
"El arte imita a la vida, capturando la esencia de la experiencia humana.",microsoft azure text translation,Dan
"El arte imita la vida, reflejando la realidad y las experiencias de la condición humana.",microsoft azure text translation,Dan
"El arte es un espejo de la sociedad, que refleja valores y problemas culturales.",microsoft azure text translation,Dan
"El arte es un reflejo de la sociedad, que revela valores culturales y problemas sociales.",microsoft azure text translation,Dan
"El arte es un lenguaje universal, que expresa emociones e ideas que trascienden la comunicación verbal.",microsoft azure text translation,Dan
"El arte es la mentira que nos permite darnos cuenta de la verdad, revelando significados más profundos a través de la creatividad.",microsoft azure text translation,Dan
"El arte es el alma de nuestra cultura, reflejando sus valores y creencias más profundas.",microsoft azure text translation,Dan
"El arte es atemporal, preserva las emociones y las ideas para las generaciones futuras.",microsoft azure text translation,Dan
"El arte no conoce fronteras, trasciende las barreras culturales y lingüísticas para conectar a las personas a nivel mundial.",microsoft azure text translation,Dan
El arte habla donde las palabras no pueden explicar.,microsoft azure text translation,Dan
"El arte trasciende el lenguaje, por lo que puede transmitir significado universalmente.",microsoft azure text translation,Dan
"El arte lava del alma el polvo de la vida cotidiana, ofreciendo una nueva perspectiva.",microsoft azure text translation,Dan
"La inteligencia artificial está transformando las industrias, automatizando procesos y mejorando la eficiencia.",microsoft azure text translation,Dan
"Los átomos son en su mayoría espacio vacío, que albergan electrones que orbitan alrededor de un núcleo central.",microsoft azure text translation,Dan
"La actitud lo es todo, ya que una mentalidad positiva puede influir en tu éxito y bienestar.",microsoft azure text translation,Dan
"La automatización puede mejorar la productividad, manejando tareas repetitivas con precisión.",microsoft azure text translation,Dan
"La belleza está en el ojo del espectador, por lo que el gusto artístico es subjetivo.",microsoft azure text translation,Dan
"La belleza está en el ojo del espectador, lo que sugiere que el valor estético es subjetivo.",microsoft azure text translation,Dan
"La belleza solo está en la piel, por lo que el verdadero valor se encuentra más allá de la apariencia física.",microsoft azure text translation,Dan
"Los mendigos no pueden elegir, lo que pone de relieve la necesidad de aceptar lo que está disponible.",microsoft azure text translation,Dan
"Los mendigos no pueden elegir, así que acepta lo que obtienes.",microsoft azure text translation,Dan
"Más vale prevenir que curar, abogando por la precaución para evitar arrepentimientos futuros.",microsoft azure text translation,Dan
"Más vale prevenir que curar, abogando por la precaución para evitar arrepentimientos futuros.",microsoft azure text translation,Dan
"Las aves de un mismo plumaje se juntan en bandadas, por lo que las personas a menudo se asocian con personas similares a ellas.",microsoft azure text translation,Dan
"El cambio es la única constante, por lo que la adaptabilidad es fundamental para el crecimiento personal.",microsoft azure text translation,Dan
"El carácter es lo que haces cuando nadie te está mirando, reflejando tu verdadera integridad.",microsoft azure text translation,Dan
"La consistencia es clave en matemáticas, ya que garantiza resultados confiables y repetibles.",microsoft azure text translation,Dan
"La creatividad es la inteligencia que se divierte, ilustrando la alegría en los esfuerzos artísticos.",microsoft azure text translation,Dan
