statement,elicitation,committer
忙しいミツバチには悲しみに暮れている暇はなく、充実した活動に没頭することの利点を強調しています。,microsoft azure text translation,Dan
健康な体に健康な心があるので、精神的にも肉体的にも健康が不可欠です。,microsoft azure text translation,Dan
健康な体に健康な心、心身の健康の重要性を示唆しています。,microsoft azure text translation,Dan
1000マイルの旅は一歩から始まるので、今日からフィットネスの旅を始めましょう。,microsoft azure text translation,Dan
毎日少しずつ進歩することが大きな成果につながり、健康とフィットネスにおける一貫性の重要性を浮き彫りにしています。,microsoft azure text translation,Dan
毎日の小さな進歩が大きな結果につながり、健康とフィットネスにおける日々の努力の重要性を強調しています。,microsoft azure text translation,Dan
百聞は一見にしかず、ビジュアルアートの深い影響を浮き彫りにします。,microsoft azure text translation,Dan
百聞は一見にしかずですから、画像は深い意味を伝えることができます。,microsoft azure text translation,Dan
潮が満ちてくるとすべての船が浮き上がり、社会の改善がすべての人に利益をもたらすことを示唆しています。,microsoft azure text translation,Dan
転がる石は苔が生えないので、こまめに動くとよどみを防ぐことができます。,microsoft azure text translation,Dan
転がる石には苔が生えておらず、頻繁に移動する人は停滞を避けることを示唆しています。,microsoft azure text translation,Dan
1針のステッチで9針手間が省けるので、小さな健康問題に迅速に対処することで、より大きな問題を防ぐことができます。,microsoft azure text translation,Dan
1針のステッチで9針の節約になるので、積極的な対策が有益です。,microsoft azure text translation,Dan
時間切れで9点を節約でき、早期に問題に対処することでより大きな問題を防ぐことができることを示唆しています。,microsoft azure text translation,Dan
監視された鍋は決して沸騰しないので、辛抱強く待つのが最善です。,microsoft azure text translation,Dan
見守りの鍋は決して沸騰しないため、タスクに集中しすぎると長く感じられる可能性があることを示唆しています。,microsoft azure text translation,Dan
なぜなら、人々はあなたが何を言うかではなく、何をするかに基づいてあなたを判断することが多いからです。,microsoft azure text translation,Dan
行動は、歴史的な出来事とその影響を形作る上で、言葉よりも雄弁です。,microsoft azure text translation,Dan
コミットメントを示すことに関しては、行動は言葉よりも雄弁です。,microsoft azure text translation,Dan
行動は言葉よりも雄弁であり、行動はしばしば発言よりも真の意図を明らかにするからです。,microsoft azure text translation,Dan
行動は言葉よりも雄弁であり、社会規範の形成における行動の影響を強調しています。,microsoft azure text translation,Dan
