statement,elicitation,committer
1 足す 1 は 2 です。,Amazon Translate,Amir
5 は 1 よりもかなり大きいです。,Amazon Translate,Amir
健康を維持するには、バランスの取れた食事と定期的な運動が必要です。,Amazon Translate,Amir
ボールは丸い。,Amazon Translate,Amir
バトントワラーなら指を骨折したくはないでしょう。,Amazon Translate,Amir
バッテリーは無期限に電力を供給することはできません。,Amazon Translate,Amir
普通は誰も請求書を欲しがらない。,Amazon Translate,Amir
誕生日は誰かがケーキを焼くきっかけになるかもしれません。,Amazon Translate,Amir
誕生日は、誰かが愛する人への贈り物を購入する動機になることがあります。,Amazon Translate,Amir
クリスチャンは通常、教会と呼ばれる建物で礼拝します。,Amazon Translate,Amir
猫は通常、お風呂に入るのが嫌いです。,Amazon Translate,Amir
猫はしっぽを引っ張られるのが嫌だ。,Amazon Translate,Amir
猫は濡れるのが嫌いだ。,Amazon Translate,Amir
猫は濡れないことを好みます。,Amazon Translate,Amir
猫はネコ科動物の一種です。,Amazon Translate,Amir
有名人とは、知名度を得るために一生懸命働き、認められないようにサングラスをかけることが多い人のことです。,Amazon Translate,Amir
子供は母親の醜さを笑わないだろう。,Amazon Translate,Amir
円は丸い。,Amazon Translate,Amir
コンピューターの電源ボタンを押すと、コンピューターの電源を入れることができます。,Amazon Translate,Amir
コンピュータウイルスは生きていません。,Amazon Translate,Amir
カウチポテトは、健康と体力を促進するライフスタイルを発展させるはずです。,Amazon Translate,Amir
犯罪はたいてい裁判を促すものだ。,Amazon Translate,Amir
聴覚障害者の夫と盲目の妻は、しばしば調和のとれたカップルと見なされます。,Amazon Translate,Amir
民主主義では、2匹のオオカミと1匹の小さな子羊が夕食に何を食べるかを投票できます。しかし、立憲共和国では、武装した子羊が投票に異議を唱えることができる。,Amazon Translate,Amir
知識を共有したいなら、他の人に教えることを選ぶかもしれません。,Amazon Translate,Amir
言語が異なれば、人生に対する見方も異なります。,Amazon Translate,Amir
医者と農家の組み合わせは、医者だけの場合よりも総合的な知識を持っています。,Amazon Translate,Amir
犬はノミを欲しがりません。,Amazon Translate,Amir
狂信者とは、自分の考えに固執し、しばしば主題を変えることを避けている人のことです。,Amazon Translate,Amir
自分の考えを話す人もいれば、話す前に考えない人もいます。,Amazon Translate,Amir
いくつかの悪徳が多くの美徳を覆い隠すことがあります。,Amazon Translate,Amir
愚か者は自分のことに集中するよりも他人の事柄に干渉する。,Amazon Translate,Amir
水圧破砕法の禁止を課すべきではありません。,Amazon Translate,Amir
大学の新入生の中には中退を検討する人もいるかもしれません.,Amazon Translate,Amir
膀胱がいっぱいになると、排尿を促すことがあります。,Amazon Translate,Amir
庭師の犬はキャベツを食べたり、他の人に食べさせたりしません。,Amazon Translate,Amir
同性愛嫌悪は同性愛者にとって望ましくありません。,Amazon Translate,Amir
一般的な意見は必ずしも有効または正確ではありません。同様に、その人気がそれを無効と見なすわけではありません。,Amazon Translate,Amir
目標は挑戦を与えるだけでなく、ワクワク感を呼び起こすものでなければなりません。,Amazon Translate,Amir
医師によると、大笑いと十分な睡眠が最善の治療法であることがよくあります。,Amazon Translate,Amir
物流回廊を成功させるには、水道、鉄道、高速道路へのアクセスが良好で、潜在的な顧客基盤が広くなければなりません。,Amazon Translate,Amir
盲目の妻と聴覚障害者の夫との間には、良い結婚生活があるかもしれません。,Amazon Translate,Amir
健康愛好家やフィットネスマニアは、ぐっすり眠ることを過小評価することがよくあります。,Amazon Translate,Amir
定期的な運動は健康を維持するための良い方法です。,Amazon Translate,Amir
砂粒はきわめて小さい。,Amazon Translate,Amir
良い上司は、従業員に報酬なしで残業することを要求しません。,Amazon Translate,Amir
社交的な人は通常、孤独を楽しみません。,Amazon Translate,Amir
幸せな結婚生活は、長くて終わりのない会話のように感じます。,Amazon Translate,Amir
胃が食べ物を消化するように説得できないのと同じように、人に愛するように心を説得することはできません。,Amazon Translate,Amir
六角形には常に 6 つの辺があります。,Amazon Translate,Amir
隠れたつながりは、明白なつながりよりも強いです。,Amazon Translate,Amir
人間は情報を知性または知識に変えなければなりません。どんなコンピューターも新しい質問をすることはないということを私たちは忘れがちです。,Amazon Translate,Amir
夫とは、口紅をつけすぎたときに教えてくれる人です。,Amazon Translate,Amir
弁護士の意見は報われるまで何の価値もない。,Amazon Translate,Amir
余暇の生活とは、王国が必要とするケアよりも少ない世話の王国です。,Amazon Translate,Amir
愛する心は家族を維持し、憎しみに満ちた心は家族を破壊します。,Amazon Translate,Amir
COVID陽性率が低いと、制限を緩和できるはずです。,Amazon Translate,Amir
男は結婚の翌日に自分が7歳年上になる。,Amazon Translate,Amir
ある人は100ドル持っていて、あなたは彼に2ドル残します。それは引き算だ。,Amazon Translate,Amir
恋愛は結婚するまで完成しない。それで彼は終わった。,Amazon Translate,Amir
人は朝起きて夜寝て、その間にやりたいことをすれば成功です。,Amazon Translate,Amir
人は何かを探している限り年をとらない。,Amazon Translate,Amir
