statement,elicitation,committer
"A busy bee has no time for sorrow, highlighting the benefit of staying occupied in fulfilling activities.",GPT-4o with design point prompt,Mark
"A healthy mind in a healthy body, so both mental and physical fitness are essential.",GPT-4o with design point prompt,Mark
"A healthy mind in a healthy body, suggesting the importance of both mental and physical fitness.",GPT-4o with design point prompt,Mark
"A journey of a thousand miles begins with a single step, so start your fitness journey today.",GPT-4o with design point prompt,Mark
"A little progress each day adds up to big results, highlighting the importance of consistency in health and fitness.",GPT-4o with design point prompt,Mark
"A little progress each day adds up to big results, stressing the importance of daily efforts in health and fitness.",GPT-4o with design point prompt,Mark
"A picture is worth a thousand words, highlighting the profound impact of visual art.",GPT-4o with design point prompt,Mark
"A picture is worth a thousand words, so images can profoundly convey meaning.",GPT-4o with design point prompt,Mark
"A rising tide lifts all boats, suggesting that societal improvements benefit everyone.",GPT-4o with design point prompt,Mark
"A rolling stone gathers no moss, so moving frequently may prevent stagnation.",GPT-4o with design point prompt,Mark
"A rolling stone gathers no moss, suggesting that those who move frequently avoid stagnation.",GPT-4o with design point prompt,Mark
"A stitch in time saves nine, so addressing small health issues promptly can prevent larger problems.",GPT-4o with design point prompt,Mark
"A stitch in time saves nine, so proactive measures are beneficial.",GPT-4o with design point prompt,Mark
"A stitch in time saves nine, suggesting that addressing issues early prevents larger problems.",GPT-4o with design point prompt,Mark
"A watched pot never boils, so it's best to be patient.",GPT-4o with design point prompt,Mark
"A watched pot never boils, suggesting that being overly focused on a task can make it feel longer.",GPT-4o with design point prompt,Mark
"Actions define you, because people often judge you based on what you do rather than what you say.",GPT-4o with design point prompt,Mark
Actions speak louder than words in shaping historical events and their impact.,GPT-4o with design point prompt,Mark
Actions speak louder than words when it comes to showing commitment.,GPT-4o with design point prompt,Mark
"Actions speak louder than words, as behavior often reveals true intentions better than statements.",GPT-4o with design point prompt,Mark
"Actions speak louder than words, highlighting the impact of behavior in shaping social norms.",GPT-4o with design point prompt,Mark
"Actions speak louder than words, indicating that behavior provides more reliable information than verbal statements.",GPT-4o with design point prompt,Mark
"Actions speak louder than words, indicating that behavior reveals true intentions and values.",GPT-4o with design point prompt,Mark
