statement,elicitation,committer
La plupart des gens considèrent toute représentation de leurs prophètes religieux comme respectueuse.,microsoft azure text translation,Dan
Il y a peu de preuves que la réduction de l’impôt sur le revenu ou d’autres impôts crée des emplois ou attire des entreprises.,microsoft azure text translation,Dan
La romance ne fait pas partie des raisons humanitaires pour lesquelles Israël permet aux Palestiniens de voyager de Gaza en Cisjordanie.,microsoft azure text translation,Dan
L’argent est l’oxygène du terrorisme.,microsoft azure text translation,Dan
Trop de pouvoir entre les mains d’un seul homme peut conduire à la catastrophe.,microsoft azure text translation,Dan
La révulsion nationale a aidé le président Lyndon B. Johnson à faire passer la loi sur le droit de vote au Congrès en cinq mois.,microsoft azure text translation,Dan
Les politiciens adaptent souvent leur discours et leur apparence pour se connecter avec différents publics.,microsoft azure text translation,Dan
Les compagnies aériennes sont responsables en cas de décès ou de blessure accidentelle sur les vols internationaux.,microsoft azure text translation,Dan
L’écoute non autorisée d’une conduite de gaz est dangereuse.,microsoft azure text translation,Dan
Les personnes atteintes de la maladie d’Alzheimer sévère peuvent ne pas se souvenir du nom des membres de leur famille.,microsoft azure text translation,Dan
Les gens ont généralement besoin de sommeil pour fonctionner.,microsoft azure text translation,Dan
Le vol de code de trading informatique confidentiel d’une banque est illégal.,microsoft azure text translation,Dan
Les oiseaux morts peuvent être le signe d’un environnement toxique.,microsoft azure text translation,Dan
Le port de la ceinture de sécurité peut empêcher les occupants d’être éjectés lors d’un accident de voiture.,microsoft azure text translation,Dan
L’avenir du sport repose sur les femmes.,microsoft azure text translation,Dan
Les anciens législateurs deviennent souvent des lobbyistes après avoir quitté leurs fonctions.,microsoft azure text translation,Dan
Nous devrions tous vouloir nous assurer que tous les électeurs admissibles peuvent exercer leur droit de vote et que leur vote soit compté.,microsoft azure text translation,Dan
Les gens attendent généralement de leur gouvernement qu’il équilibre la sécurité nationale et les libertés civiles.,microsoft azure text translation,Dan
Les contribuables auraient dû recevoir une compensation substantielle pour le risque qu’ils ont pris.,microsoft azure text translation,Dan
La violence armée est un sujet de division dans la campagne présidentielle.,microsoft azure text translation,Dan
Garder les chiens en laisse et nourrir les animaux domestiques uniquement à l’intérieur sont des mesures de bon sens pour prévenir les conflits avec des animaux sauvages tels que les coyotes.,microsoft azure text translation,Dan
Les gens préfèrent généralement voter pour des candidats qu’ils croient honnêtes et qui ont à cœur les meilleurs intérêts du pays.,microsoft azure text translation,Dan
"La plupart des gens devraient être traités avec respect et dignité, quelle que soit leur orientation sexuelle.",microsoft azure text translation,Dan
Les gens sont souvent fiers de leurs liens locaux avec des personnes qui réussissent.,microsoft azure text translation,Dan
Les experts en violence armée sont de plus en plus intéressés à modifier les lois pour mieux cibler ceux qui ont une propension démontrée à la violence armée.,microsoft azure text translation,Dan
"Les pays expriment souvent leurs préoccupations au sujet des accords internationaux qui, selon eux, constituent une menace pour leur sécurité.",microsoft azure text translation,Dan
La destruction de preuves peut faire paraître une personne coupable.,microsoft azure text translation,Dan
Les coûts de fabrication aux États-Unis deviennent plus compétitifs en raison de facteurs tels que la baisse des prix de l’énergie et les allégements fiscaux locaux.,microsoft azure text translation,Dan
La loi sur le droit de vote de 1965 a été conçue pour empêcher la discrimination raciale dans le vote.,microsoft azure text translation,Dan
Conduire sans permis de conduire valide peut entraîner des amendes ou des problèmes juridiques.,microsoft azure text translation,Dan
Une alliance militaire est une alliance de sang.,microsoft azure text translation,Dan
Les frontières sont généralement définies et convenues par les gouvernements des pays voisins.,microsoft azure text translation,Dan
Les employés sont censés adopter la « frugalité ».,microsoft azure text translation,Dan
Les enfants ne devraient pas tirer avec des armes automatiques.,microsoft azure text translation,Dan
Les gorilles vivent en troupes.,microsoft azure text translation,Dan
Les employeurs sont généralement tenus de respecter le droit du travail et de protéger les droits des travailleurs.,microsoft azure text translation,Dan
"Les personnes non armées ne devraient pas finir par mourir, même si elles sont soupçonnées d’actes répréhensibles.",microsoft azure text translation,Dan
L’éducation est importante pour le développement personnel et la réussite professionnelle.,microsoft azure text translation,Dan
Les empreintes digitales ne peuvent pas être modifiées.,microsoft azure text translation,Dan
La liberté de navigation selon le droit international est importante pour le commerce mondial.,microsoft azure text translation,Dan
La plupart des gens ne s’intéressent pas seulement à gagner de l’argent.,microsoft azure text translation,Dan
Le moyen le plus efficace de freiner l’enthousiasme d’un ours affamé pour les ordures est d’utiliser des poubelles résistantes aux ours.,microsoft azure text translation,Dan
"Parfois, l’odeur du scandale peut être pire que n’importe quel scandale réel.",microsoft azure text translation,Dan
Les gens peuvent changer leur vie pour le mieux après avoir fait des erreurs.,microsoft azure text translation,Dan
La plupart des gens sont d’accord pour dire que seuls les citoyens américains devraient être autorisés à voter aux élections américaines.,microsoft azure text translation,Dan
Il est de bon sens que les médias jouent un rôle important dans la formation des récits et des perceptions du public.,microsoft azure text translation,Dan
Une élection nationale n’est pas un concours de popularité.,microsoft azure text translation,Dan
"La discrimination fondée sur des facteurs tels que la race, la religion et l’orientation sexuelle est généralement interdite.",microsoft azure text translation,Dan
"Avec la croissance des appareils mobiles, le sextage est devenu encore plus répandu que lorsqu’il a reçu une attention généralisée pour la première fois.",microsoft azure text translation,Dan
Les gens s’accordent généralement à dire que la mémorisation est une compétence qui peut être démontrée en récitant des informations de mémoire.,microsoft azure text translation,Dan
Les animaux génétiquement modifiés sont soumis à l’approbation réglementaire avant de pouvoir être vendus pour la consommation.,microsoft azure text translation,Dan
Chaque juré a droit à son opinion.,microsoft azure text translation,Dan
Il ne peut pas être aussi facile pour quelqu’un qui veut faire du mal à d’autres personnes de mettre la main sur une arme à feu.,microsoft azure text translation,Dan
Les ponts sont couramment utilisés pour enjamber des plans d’eau et relier différentes zones.,microsoft azure text translation,Dan
L’arme à feu ne devrait jamais être une option.,microsoft azure text translation,Dan
Une balle n’a pas de nom dessus.,microsoft azure text translation,Dan
Les titulaires de la carte verte reçoivent des permis de travail à vie et la résidence.,microsoft azure text translation,Dan
Les politiciens font souvent des promesses à leur base qu’ils ne tiennent pas.,microsoft azure text translation,Dan
La montée d’hommes forts démagogiques est un phénomène trop courant sur notre petite planète.,microsoft azure text translation,Dan
Les électeurs ont le droit de décider du candidat du parti.,microsoft azure text translation,Dan
C’est juste du bon sens d’avoir des toilettes et des douches séparées dans les écoles.,microsoft azure text translation,Dan
