statement,elicitation,committer
يعتبر معظم الناس أن أي تصوير لأنبيائهم الدينيين محترم۔,microsoft azure text translation,Dan
هناك القليل من الأدلة على أن خفض ضريبة الدخل أو الضرائب الأخرى يخلق فرص عمل أو يجذب الأعمال۔,microsoft azure text translation,Dan
الرومانسية ليست من بين الأسباب الإنسانية التي تسمح إسرائيل للفلسطينيين بالسفر من غزة إلى الضفة الغربية۔,microsoft azure text translation,Dan
المال هو الأكسجين للإرهاب۔,microsoft azure text translation,Dan
الكثير من السلطة في يد رجل واحد يمكن أن يؤدي إلى كارثة۔,microsoft azure text translation,Dan
ساعد الاشمئزاز الوطني الرئيس ليندون جونسون على دفع قانون حقوق التصويت من خلال الكونجرس في غضون خمسة أشهر۔,microsoft azure text translation,Dan
غالبا ما يصمم السياسيون خطابهم ومظهرهم للتواصل مع جماهير مختلفة۔,microsoft azure text translation,Dan
شركات الطيران مسؤولة في حالات الوفاة أو الإصابة العرضية على الرحلات الدولية۔,microsoft azure text translation,Dan
يعد التنصت غير المصرح به على خط الغاز أمرا خطيرا۔,microsoft azure text translation,Dan
قد لا يتذكر الأشخاص المصابون بمرض الزهايمر الحاد أسماء أفراد أسرهم۔,microsoft azure text translation,Dan
يحتاج الناس عموما إلى النوم للعمل۔,microsoft azure text translation,Dan
سرقة رمز تداول الكمبيوتر السري من أحد البنوك أمر غير قانوني۔,microsoft azure text translation,Dan
يمكن أن تكون الطيور الميتة علامة على بيئة سامة۔,microsoft azure text translation,Dan
يمكن أن يؤدي ارتداء أحزمة الأمان إلى منع طرد الركاب في حادث سيارة۔,microsoft azure text translation,Dan
مستقبل الرياضة يكمن في النساء۔,microsoft azure text translation,Dan
غالبا ما يصبح المشرعون السابقون جماعات ضغط بعد ترك مناصبهم۔,microsoft azure text translation,Dan
وينبغي لنا جميعا أن نرغب في ضمان أن يتمكن جميع الناخبين المؤهلين من ممارسة حقهم في التصويت واحتساب أصواتهم۔,microsoft azure text translation,Dan
يتوقع الناس عموما من حكومتهم أن توازن بين الأمن القومي والحريات المدنية۔,microsoft azure text translation,Dan
كان من الواجب أن يحصل دافعو الضرائب على تعويض كبير عن المجازفة التي تعرضوا لها۔,microsoft azure text translation,Dan
العنف المسلح هو موضوع مثير للانقسام في الحملة الرئاسية۔,microsoft azure text translation,Dan
يعد إبقاء على المقاود وإطعام الأليفة في الداخل فقط من التدابير المنطقية لمنع النزاعات مع الحياة البرية مثل الذئاب۔,microsoft azure text translation,Dan
يفضل الناس عموما التصويت للمرشحين الذين يعتقدون أنهم صادقون ولديهم مصالح البلاد في القلب۔,microsoft azure text translation,Dan
يجب معاملة معظم الناس باحترام وكرامة بغض النظر عن ميولهم الجنسية۔,microsoft azure text translation,Dan
غالبا ما يفخر الناس بعلاقاتهم المحلية بالأفراد الناجحين۔,microsoft azure text translation,Dan
يهتم خبراء العنف المسلح بشكل متزايد بتغيير القوانين لاستهداف أفضل لأولئك الذين لديهم ميل واضح للعنف المسلح۔,microsoft azure text translation,Dan
غالبا ما تعبر الدول عن مخاوفها بشأن الاتفاقيات الدولية التي تعتقد أنها تشكل تهديدا لأمنها۔,microsoft azure text translation,Dan
تدمير الأدلة يمكن أن يجعل الشخص يبدو مذنبا۔,microsoft azure text translation,Dan
أصبحت تكاليف التصنيع في الولايات المتحدة أكثر تنافسية بسبب عوامل مثل انخفاض أسعار الطاقة والإعفاءات الضريبية المحلية۔,microsoft azure text translation,Dan
تم تصميم قانون حقوق التصويت لعام 1965 لمنع التمييز العنصري في التصويت۔,microsoft azure text translation,Dan
يمكن أن تؤدي القيادة بدون رخصة قيادة سارية إلى غرامات أو مشكلات قانونية۔,microsoft azure text translation,Dan
التحالف العسكري هو تحالف الدم۔,microsoft azure text translation,Dan
عادة ما يتم تحديد الحدود والاتفاق عليها من قبل حكومات الدول المجاورة۔,microsoft azure text translation,Dan
"من المتوقع أن يتبنى الموظفون ""الاقتصاد""۔",microsoft azure text translation,Dan
يجب ألا يطلق الأطفال النار من أسلحة آلية۔,microsoft azure text translation,Dan
تعيش الغوريلا في القوات۔,microsoft azure text translation,Dan
يتوقع من أصحاب العمل عموما الامتثال لقوانين العمل وحماية حقوق العمال۔,microsoft azure text translation,Dan
لا ينبغي أن ينتهي الأمر بالأشخاص العزل إلى الموت ، حتى لو اشتبه في ارتكابهم مخالفات۔,microsoft azure text translation,Dan
التعليم مهم للتنمية الشخصية والنجاح الوظيفي۔,microsoft azure text translation,Dan
لا يمكن تغيير بصمات الأصابع۔,microsoft azure text translation,Dan
حرية الملاحة وفقا للقانون الدولي مهمة للتجارة العالمية۔,microsoft azure text translation,Dan
معظم الناس مهتمون بأكثر من مجرد كسب المال۔,microsoft azure text translation,Dan
الطريقة الأكثر فعالية لتثبيط حماس الدب الجائع للقمامة هي استخدام علب القمامة المقاومة للدببة۔,microsoft azure text translation,Dan
في بعض الأحيان يمكن أن تكون نفحة الفضيحة أسوأ من أي فضيحة فعلية۔,microsoft azure text translation,Dan
يمكن للناس تغيير حياتهم للأفضل بعد ارتكاب الأخطاء۔,microsoft azure text translation,Dan
يتفق معظم الناس على أنه يجب السماح للمواطنين الأمريكيين فقط بالتصويت في الانتخابات الأمريكية۔,microsoft azure text translation,Dan
من المنطقي أن تلعب وسائل الإعلام دورا مهما في تشكيل الروايات والتصورات العامة۔,microsoft azure text translation,Dan
الانتخابات الوطنية ليست مسابقة شعبية۔,microsoft azure text translation,Dan
التمييز على أساس عوامل مثل العرق والدين والتوجه الجنسي محظور بشكل عام۔,microsoft azure text translation,Dan
مع النمو في الأجهزة المحمولة ، أصبح إرسال الرسائل النصية أكثر انتشارا مما كان عليه عندما حظي باهتمام واسع النطاق لأول مرة۔,microsoft azure text translation,Dan
يتفق الناس عموما على أن الحفظ مهارة يمكن إثباتها من خلال قراءة المعلومات من الذاكرة۔,microsoft azure text translation,Dan
تخضع المعدلة وراثيا للموافقة التنظيمية قبل بيعها للاستهلاك۔,microsoft azure text translation,Dan
يحق لكل محلف إبداء رأيه۔,microsoft azure text translation,Dan
لا يمكن أن يكون من السهل على شخص يريد إلحاق الأذى بأشخاص آخرين أن يضع يديه على بندقية۔,microsoft azure text translation,Dan
تستخدم الجسور بشكل شائع لتمتد عبر المسطحات المائية وتربط مناطق مختلفة۔,microsoft azure text translation,Dan
لا ينبغي أبدا أن يكون السلاح خيارا۔,microsoft azure text translation,Dan
الرصاصة ليس لها اسم۔,microsoft azure text translation,Dan
يتم منح حاملي البطاقة الخضراء تصاريح عمل مدى الحياة والإقامة۔,microsoft azure text translation,Dan
غالبا ما يقدم السياسيون وعودا لقاعدتهم لا يفون بها۔,microsoft azure text translation,Dan
إن صعود الرجال الأقوياء الديماغوجيين ظاهرة شائعة جدا على كوكبنا الصغير۔,microsoft azure text translation,Dan
للناخبين الحق في تحديد مرشح الحزب۔,microsoft azure text translation,Dan
