statement,elicitation,committer
Weapons of war do not belong on our streets and in our schools.,GPT_email,Amir
Ghost guns are especially dangerous because they can go undetected by scanners.,GPT_email,Amir
Limiting magazine capacity can save lives.,GPT_email,Amir
Symptoms of the coronavirus may appear between 2 and 14 days after exposure.,GPT_email,Amir
"Common symptoms of the coronavirus include a fever, cough, and shortness of breath.",GPT_email,Amir
Washing hands frequently can help prevent the spread of diseases.,GPT_email,Amir
Coughing into your elbow is a good practice to prevent spreading germs.,GPT_email,Amir
Avoiding touching your face can help reduce the risk of infection.,GPT_email,Amir
Replacing handshakes with non-contact greetings can reduce the spread of illnesses.,GPT_email,Amir
Now is not a time for panic. It is a time for caution and common sense.,GPT_email,Amir
We need to be vigilant in avoiding direct human contact as those with symptoms may not know they are infected.,GPT_email,Amir
We need to make sure we wash our hands and avoid contact with our face.,GPT_email,Amir
"Symptoms include fever, cough and shortness of breath.",GPT_email,Amir
"If you think you have the virus, please self-quarantine and follow the CDC recommendations.",GPT_email,Amir
People are being required to stay home to slow the spread of the coronavirus.,GPT_email,Amir
Our workers are being laid off and our small businesses are closing due to the pandemic.,GPT_email,Amir
Medical professionals are on the front lines combating the pandemic.,GPT_email,Amir
People generally communicate with voters through door-to-door visits and phone calls during election campaigns.,GPT_email,Amir
Political campaigns often request donations to fund their activities.,GPT_email,Amir
Political campaigns use donations to make phone calls and knock on doors to gain voter support.,GPT_email,Amir
Political campaigns often claim that their candidate represents certain values.,GPT_email,Amir
Political campaigns may accuse opponents of being out of touch with the local electorate.,GPT_email,Amir
Coughing into your elbow can help prevent the spread of germs.,GPT_email,Amir
Avoid touching your face to reduce the risk of infection.,GPT_email,Amir
Elderly people are at higher risk for developing complications from the coronavirus.,GPT_email,Amir
Self-quarantine can help protect others if you feel like you have the virus.,GPT_email,Amir
People shouldn't have to choose between their right to vote and their health.,GPT_email,Amir
A pandemic can put many people out of work.,GPT_email,Amir
Rent is a regular expense for many Americans.,GPT_email,Amir
It is dangerous to return to work during a pandemic.,GPT_email,Amir
Eviction is a risk when people cannot pay their rent.,GPT_email,Amir
Funding firefighters is considered common sense.,GPT_email,Amir
People need to vote to influence election outcomes.,GPT_email,Amir
Health care is a topic of concern for many voters.,GPT_email,Amir
Educational investment is a priority for some political candidates.,GPT_email,Amir
Civil rights are a significant issue in political campaigns.,GPT_email,Amir
Pre-existing conditions are a factor in health care policy discussions.,GPT_email,Amir
Political campaigns often request donations to support their efforts.,GPT_email,Amir
Elections can result in changes in political party dominance in a state.,GPT_email,Amir
People are experiencing financial and personal stress during the COVID-19 pandemic.,GPT_email,Amir
COVID-19 is a challenge that nations are working together to fight.,GPT_email,Amir
Donations can help fund political campaigns.,GPT_email,Amir
Campaigns use donations to reach out to voters and build volunteer networks.,GPT_email,Amir
"Lowering the cost of prescription drugs, addressing climate change, and fighting the gun lobby are considered common-sense solutions by some.",GPT_email,Amir
Enormous financial and personal stress has been put on countless families during the COVID-19 pandemic.,GPT_email,Amir
Meeting fundraising goals can inform the plans able to be executed in the coming months.,GPT_email,Amir
Coming up short on fundraising goals can create a domino effect impacting future events.,GPT_email,Amir
Elections analysts make predictions about the outcomes of political races.,GPT_email,Amir
Campaigns focus on addressing real issues facing their community.,GPT_email,Amir
A broken healthcare system and economic crisis are current issues that communities face.,GPT_email,Amir
"Lowering the cost of prescription drugs, addressing climate change, and bringing common-sense solutions are goals for some political campaigns.",GPT_email,Amir
People hope their loved ones are staying safe and healthy.,GPT_email,Amir
Enormous financial and personal stress has been put on countless families due to COVID-19.,GPT_email,Amir
Frontline responders are essential in the fight against COVID-19.,GPT_email,Amir
Grassroots support can influence political races.,GPT_email,Amir
"Healthcare access, economic crises, and common-sense solutions are important issues for voters.",GPT_email,Amir
Political races can be unpredictable and can change from favoring one party to being a toss-up.,GPT_email,Amir
Families need leadership.,GPT_email,Amir
Voters demand accountability from their political representatives.,GPT_email,Amir
Laws are meant to keep us safe.,GPT_email,Amir
Health care and the economy are important issues to families.,GPT_email,Amir
Financial and personal stress has been put on countless families due to COVID-19.,GPT_email,Amir
Lowering the cost of prescription drugs is a goal for some politicians.,GPT_email,Amir
